name,host_name,neighbourhood,room_type,price_per_night,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bathrooms,bedrooms,host_response_rate,review_scores_value,host_response_time
Luxury 2BR 2BA Condo Fenway Boston Washer&Dryer in,Adam,Fenway,Entire home/apt,689,5,18,1.05,95,127,8,2.0,2,92,4.44,within an hour
Radiant 2 BR 2 BA Fenway Boston,Adam,Fenway,Entire home/apt,600,4,39,2.3,95,228,28,2.0,2,92,4.62,within an hour
"Spacious 1Bed, Boston Coll, Elevator, Roof Deck",Kama,Brighton,Entire home/apt,155,30,10,0.76,39,317,6,1.0,1,99,4.4,within an hour
Chic 2BR with Modern Comforts,Paul,Roxbury,Entire home/apt,309,29,24,1.3,15,47,11,1.0,2,100,4.42,within an hour
"New Construction, near NEU/BMC, Elevator, 2B, 2BA",Paul,Roxbury,Entire home/apt,365,29,17,0.98,15,229,5,2.0,2,100,4.88,within an hour
Central Beacon Hill 2brm,Jay,West End,Entire home/apt,285,1,57,3.19,22,274,31,1.0,2,100,4.54,within an hour
Boston Studio w Off Street Parking,Luke,Mission Hill,Entire home/apt,128,1,80,4.2,1,207,50,1.0,1,100,4.64,within an hour
Historic Modern Brownstone,Rebecca,Roxbury,Entire home/apt,145,1,72,4.03,2,312,46,1.0,1,96,4.61,within an hour
Cozy 1 bedroom,Kenneth,Mission Hill,Entire home/apt,137,1,69,5.48,2,89,67,1.0,1,100,4.9,within an hour
"Blueground | South End, gym & w/d, nr groceries",Blueground,South End,Entire home/apt,246,32,0,0.0,369,187,0,1.0,0,99,4.7,within an hour
Cozy 3-Bd Apartment in Boston!,Kristina,Roslindale,Entire home/apt,306,2,28,2.0,1,23,17,1.0,3,100,4.79,Unknown
Welcoming Private Studio for One!,Bay Village,South End,Private room,75,2,15,0.97,22,176,13,1.0,1,100,4.33,within an hour
Modern Efficiency Studio Awaits Your Stay!,Bay Village,South End,Private room,112,2,4,0.32,22,184,3,1.0,0,100,4.25,within an hour
3 Bedroom ideal location,Kenneth,Roxbury,Entire home/apt,189,1,75,5.74,2,152,69,1.0,3,100,4.88,within an hour
Duplex Beacon Hill 1brm,Jay,West End,Entire home/apt,184,1,48,2.73,22,325,35,1.0,1,100,4.65,within an hour
Private room & bathroom at West Roxbury near MBTA,Jorge E,West Roxbury,Private room,74,7,8,0.56,1,201,6,4.0,1,67,5.0,within a day
Private 1st flr Charlestown Apt,Jeff,Charlestown,Entire home/apt,347,1,2,0.14,1,269,1,1.0,1,100,4.5,within a few hours
Fenway 2 bedroom 2 bath condo,Adam,Fenway,Entire home/apt,565,29,0,0.0,95,269,0,2.0,2,92,4.7,within an hour
Luxurious 2BR 2BA unit in Fenway,Adam,Longwood Medical Area,Entire home/apt,459,29,1,0.06,95,270,0,2.0,2,92,5.0,within an hour
Individual Bedroom 1,Tasha,Dorchester,Private room,75,1,42,2.48,4,180,32,2.0,1,97,4.55,within an hour
III New apartment Luxury Boston,Jean- Luc,Dorchester,Entire home/apt,112,3,18,1.21,5,285,14,1.0,1,100,4.67,within a few hours
II New apartment Luxury inBoston,Jean- Luc,Dorchester,Entire home/apt,114,3,25,1.46,5,326,17,1.0,2,100,4.52,within a few hours
Lux 1BR w/ Amenities in Seaport,Compass,South Boston Waterfront,Entire home/apt,400,9,6,0.37,29,225,5,1.0,1,96,4.83,within a few hours
I New apartment Luxury in Boston,Jean- Luc,Dorchester,Entire home/apt,108,3,31,1.67,5,136,22,1.0,1,100,4.77,within a few hours
Brand New 1 BR | 1 BA on Charles St,Jason,Beacon Hill,Entire home/apt,305,5,38,2.21,18,242,32,1.0,1,100,4.87,within an hour
Renovated 2BR | 1.5BA on Charles St,Jason,Beacon Hill,Entire home/apt,784,5,43,2.32,18,180,27,1.5,2,100,4.72,within an hour
Marathon 5 minutes Away!  Large Garden Level Room,Irene,Back Bay,Private room,171,5,2,0.11,2,353,0,1.0,1,100,4.5,within an hour
Awesome 2 BR near train,Cathy,Roslindale,Entire home/apt,146,30,0,0.0,1,200,0,1.0,2,100,4.7,Unknown
Compact Studio - Longwood/Fenway,Cassandra And Michael,Mission Hill,Entire home/apt,135,2,47,2.58,18,86,37,1.0,0,100,4.53,within an hour
Cozy Efficiency Unit - Longwood,Cassandra And Michael,Mission Hill,Entire home/apt,139,2,37,2.39,18,207,25,1.0,0,100,4.3,within an hour
Cozy Basement Studio - Longwood/Fenway,Cassandra And Michael,Mission Hill,Entire home/apt,168,2,43,2.46,18,226,29,1.0,0,100,4.44,within an hour
Boston Queen Room 1.1,Antonio,Dorchester,Private room,107,1,85,6.56,7,362,75,1.0,1,100,4.78,within an hour
Beautiful Room Newly Renovated,Lenie,Dorchester,Private room,77,5,30,1.74,2,261,17,1.0,1,92,4.93,within a day
Back Bay Ultra Luxury Condo at Raffles Boston,Daniel,Back Bay,Entire home/apt,329,29,4,0.27,1,309,3,1.0,1,100,5.0,within an hour
"Blueground | South Boston, gym, near red line",Blueground,South Boston,Entire home/apt,253,32,0,0.0,369,80,0,1.0,1,99,4.7,within an hour
Luxury 2 Br 2Ba Boston southend,Adam,South End,Entire home/apt,574,29,10,0.55,95,270,1,2.0,2,92,4.5,within an hour
New Build XL Modern Home/UMass/Walk2TeneanBeach,Trang,Dorchester,Entire home/apt,689,2,67,3.89,1,327,47,3.5,5,100,4.87,within an hour
Boston Queen Suite 1.3,Antonio,Dorchester,Private room,107,1,35,3.37,7,351,35,1.0,1,100,4.77,within an hour
Boston King Room 1.2 - New Renovation,Antonio,Dorchester,Private room,107,1,51,3.92,7,336,48,1.0,1,100,4.73,within an hour
Newly Renovated 4BR1BA Apartment,Hong,Dorchester,Entire home/apt,329,2,25,1.56,2,265,16,1.0,3,100,4.8,within an hour
Cozy Modern Boston 1BR Famous Nightlife Smart HDTV,Chen,Downtown,Entire home/apt,174,1,8,0.5,1,209,7,1.0,1,100,4.38,within an hour
Large 2 BR | 1BA in the North End,Jason,North End,Entire home/apt,459,5,34,1.9,18,237,25,1.0,2,100,4.59,within an hour
Boston Urban-glamping style easy commute,Alberto Josue,Roslindale,Private room,72,1,10,0.83,1,267,10,1.0,0,100,4.8,within an hour
Darling Efficiency Studio Awaits!,Bay Village,Bay Village,Private room,68,2,9,0.55,22,183,6,1.0,0,100,3.33,within an hour
Puddingstone Palace on the Hill,Meg,Jamaica Plain,Entire home/apt,216,2,2,1.02,1,7,2,1.0,1,100,4.5,within an hour
Quiet Room in Roslindale,Thomas,Roslindale,Private room,51,3,3,0.36,2,92,3,1.0,1,100,5.0,within an hour
Spacious Dog Friendly 3bd Apt,Mary,Roxbury,Entire home/apt,253,2,30,1.68,3,26,20,2.0,3,100,4.7,within an hour
Charming and Historic Apartment,Anne,Beacon Hill,Entire home/apt,160,1,77,4.96,1,224,58,1.0,1,100,4.79,within an hour
"Blueground | Burlington, gym, nr dining & shops",Blueground,Brighton,Entire home/apt,231,32,1,0.28,369,171,1,1.0,1,99,5.0,within an hour
"Blueground | Chinatown/Theater Dist, gym, nr t",Blueground,Downtown,Entire home/apt,318,32,0,0.0,369,327,0,1.0,1,99,4.7,within an hour
"Blueground | Fenway, gym, nr restaurants & shops",Blueground,Fenway,Entire home/apt,254,32,0,0.0,369,343,0,1.0,0,99,4.7,within an hour
"Blueground | Fenway, gym, nr t stop & dining",Blueground,Fenway,Entire home/apt,237,32,1,0.1,369,339,1,1.0,0,99,5.0,within an hour
"Blueground | Fenway, gym, nr restaurants & shops",Blueground,Fenway,Entire home/apt,250,32,1,0.11,369,263,1,1.0,0,99,3.0,within an hour
"Blueground | Fenway, gym, nr T stop & dining",Blueground,Fenway,Entire home/apt,250,32,0,0.0,369,302,0,1.0,0,99,4.7,within an hour
"Blueground | Fenway, gym, nr restaurants & shops",Blueground,Fenway,Entire home/apt,250,32,0,0.0,369,291,0,1.0,0,99,4.7,within an hour
"Blueground | Charlestown, w/d, close to dining",Blueground,Charlestown,Entire home/apt,371,32,0,0.0,369,281,0,2.0,2,99,4.7,within an hour
Sophisticated South End Studio,Sean,South End,Entire home/apt,202,29,42,2.28,46,249,23,1.0,0,100,4.33,within an hour
Studio Nestled in Back Bay!,Sean,South End,Entire home/apt,167,29,40,2.16,46,253,17,1.0,0,100,4.6,within an hour
Spacious Studio | Prudential Area,Sean,South End,Entire home/apt,224,29,36,1.99,70,211,23,1.0,0,100,4.64,within an hour
Bright Modern Studio | South End,Sean,Back Bay,Entire home/apt,210,29,44,2.78,70,216,31,1.0,0,100,4.55,within an hour
Bold & Spacious Studio | Back Bay,Sean,Back Bay,Entire home/apt,187,29,51,2.81,70,235,23,1.0,0,100,4.61,within an hour
Spacious and Bright Studio,Sean,Back Bay,Entire home/apt,221,29,47,2.57,70,228,28,1.0,0,100,4.74,within an hour
Modern Bright Back Bay Studio,Sean,Back Bay,Entire home/apt,181,29,70,3.81,70,226,35,1.0,0,100,4.67,within an hour
House on the Hill,Ting-Ho,Brighton,Entire home/apt,386,1,28,2.12,1,343,26,1.5,4,100,4.68,within an hour
"(F35) Fenway Park, Renovated, 2 beds.",Paige,Longwood Medical Area,Entire home/apt,304,1,77,4.49,60,214,52,1.0,1,100,4.71,within an hour
Primo North End Studio,Jay,North End,Entire home/apt,161,1,70,4.19,22,312,56,1.0,0,100,4.6,within an hour
"Just Steps to Fenway Park & Berklee College, #107",Maverick,Fenway,Entire home/apt,110,1,88,4.93,87,243,48,1.0,1,100,4.6,within an hour
Perfetto North End 1brm,Jay,North End,Entire home/apt,188,1,53,3.12,22,315,38,1.0,1,100,4.57,within an hour
Prima Boston North End 2brm,Jay,North End,Entire home/apt,246,1,64,4.3,22,266,52,1.0,2,100,4.8,within an hour
Loft Bed Studio | Prudential Area,Sean,Back Bay,Entire home/apt,185,29,59,3.56,70,231,30,1.0,0,100,4.47,within an hour
Simple & Spacious Apartment!,Sean,Downtown,Entire home/apt,280,29,42,3.58,70,360,42,1.0,3,100,4.74,within an hour
Unique South End Studio,Sean,South End,Entire home/apt,196,29,46,2.53,46,256,21,1.0,0,100,4.35,within an hour
Cozy Garden Level Studio,Sean,Back Bay,Entire home/apt,85,29,58,3.16,46,223,26,1.0,0,100,4.48,within an hour
Boston Charm: Private Room Near Downtown,Anh,Dorchester,Private room,75,1,68,5.44,2,323,65,2.0,1,100,4.81,within an hour
"Blueground | S Boston, gym, nr red line & shops",Blueground,South Boston,Entire home/apt,254,32,0,0.0,369,294,0,1.0,1,99,4.7,within an hour
Beautiful peaceful and safe,Donald,Hyde Park,Entire home/apt,384,2,2,0.24,3,365,2,1.0,3,90,5.0,within an hour
Peacefully Safe and unique,Donald,Hyde Park,Entire home/apt,501,29,0,0.0,3,365,0,1.0,3,90,4.7,within an hour
Large 2 BR|2 BA + Patio in Back Bay,Jason,Back Bay,Entire home/apt,637,6,28,1.65,18,242,19,2.0,2,100,4.82,within an hour
Brand New 2 BR | 1 BA in So. BOS #2,Jason,South Boston,Entire home/apt,354,5,13,0.78,18,266,8,1.0,2,100,4.85,within an hour
"Blueground | Downtown, gym & w/d, nr waterfront",Blueground,Downtown,Entire home/apt,299,32,0,0.0,369,321,0,1.0,1,99,4.7,within an hour
"Blueground | Downtown, gym & laundry, nr shops",Blueground,Downtown,Entire home/apt,271,32,0,0.0,369,308,0,1.0,0,99,4.7,within an hour
"Private Room, Modern/Clean Condo",Thea,Dorchester,Private room,95,29,3,0.33,1,269,3,1.0,1,100,4.67,Unknown
Close to major hospitals,Nadine,Roxbury,Entire home/apt,110,91,0,0.0,1,106,0,1.0,1,50,4.7,within a day
Boston Harbor Full Kitchen! 1BR nr Airport,Global Luxury Suites,East Boston,Entire home/apt,247,1,1,0.06,30,313,0,1.0,1,95,5.0,within an hour
Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,Jodie,Fenway,Entire home/apt,319,3,25,1.44,20,341,10,1.0,2,95,4.36,within an hour
Quiet Suite in Boston,Hugh,Hyde Park,Private room,199,1,0,0.0,1,269,0,1.0,1,100,4.7,within an hour
Boston Private Bedroom near train/bus,Margarita,West Roxbury,Private room,77,5,17,1.19,5,281,12,1.0,1,100,4.94,within an hour
Jamaica Plain apartment for travel nurses,Jessica,Jamaica Plain,Private room,70,91,0,0.0,1,267,0,0.5,1,100,4.7,Unknown
2. Spacious Apt easy commute to Downtown Boston.,Ehab,Dorchester,Entire home/apt,465,1,4,0.26,15,127,3,1.0,5,100,5.0,within a few hours
"Boston Hospitality Homes, Harvard",Hitesh,Allston,Entire home/apt,500,3,46,3.01,7,199,39,2.0,5,100,4.8,within an hour
Master Bedroom/private bath/step to Train&Bus,Margarita,West Roxbury,Private room,112,6,7,0.46,5,168,1,1.0,1,100,5.0,within an hour
Spacious North End 1 BR | 1BA,Jason,North End,Entire home/apt,277,5,37,2.13,18,236,29,1.0,1,100,4.78,within an hour
Cozy Studio with Great Wifi!,Justin And Mandy,South End,Entire home/apt,191,1,0,0.0,15,344,0,1.0,1,100,4.7,within an hour
Brand New 2 BR | 1 BA in So. BOS #3,Jason,South Boston,Entire home/apt,330,5,20,1.23,18,264,12,1.0,2,100,4.7,within an hour
Private Queen Bedroom in Boston,Patrice,Dorchester,Private room,58,91,1,0.16,2,269,1,1.0,1,67,5.0,within a day
230B3.3  | The Mayhew Redline | AC & W/D | Rm #3,Lance,Dorchester,Private room,66,30,0,0.0,58,252,0,1.0,1,87,4.7,within a few hours
NEW! Boston Full Home Near MBTA ! 3 Mi To Fenway!,Frank,Roxbury,Entire home/apt,714,2,11,0.64,4,270,8,3.0,8,100,5.0,within an hour
4 Rooms in Boston. Private Baths,Tolu,Dorchester,Entire home/apt,372,2,36,2.32,1,123,26,4.0,4,100,4.72,within an hour
"Blueground | Brighton, gym, nr green line & dining",Blueground,Brighton,Entire home/apt,303,32,0,0.0,369,201,0,1.0,2,99,4.7,within an hour
Cozy 2BR in victorian brownstone,Cesar,Roxbury,Entire home/apt,151,29,4,0.32,1,119,3,1.0,2,100,5.0,within a few hours
Private Beautiful Large Sunny Large Room #1,Zeki,Brighton,Private room,85,3,16,1.06,4,122,10,1.0,1,100,4.5,within an hour
4-bed / 2-bath Modern Condo Minutes from Downtown,Delanda,Roxbury,Entire home/apt,349,1,41,2.63,2,186,29,2.0,4,100,4.71,within an hour
"Blueground | Chinatown/Theater Dist, gym, nr t",Blueground,Downtown,Entire home/apt,318,32,0,0.0,369,232,0,1.0,1,99,4.7,within an hour
Cozy Room 15 Minutes to BOS Airport,Anderson,East Boston,Private room,102,1,181,11.1,1,163,132,1.0,1,100,4.6,Unknown
Private Charming Room by Oak Square #3,Zeki,Brighton,Private room,85,3,28,1.65,4,122,13,1.0,1,100,4.36,within an hour
Renovated Boston Brownstone,Jane,Charlestown,Entire home/apt,1900,7,0,0.0,1,263,0,3.5,4,100,4.7,within a few hours
"Fenway Cultural, 2 bed 2 bath",Adam,Longwood Medical Area,Entire home/apt,475,4,22,1.47,95,232,16,2.0,2,92,4.41,within an hour
25A1 | The Alameda 1 | 2BR 1B w/AC & W/D | Private,Lance,West Roxbury,Entire home/apt,163,30,0,0.0,58,321,0,1.0,2,87,4.7,within a few hours
"(J2) Private Entrance! Fully Renovated, Back Bay!",Boston,Back Bay,Entire home/apt,327,1,71,4.24,2,233,52,1.0,0,100,4.62,within an hour
Historic Mayor’s Mansion #1,Carolyn,Beacon Hill,Private room,143,1,99,6.36,2,213,78,1.0,1,100,4.88,within an hour
14P.R | The Grand View | 5BR 2B w/AC | Rose Room,Lance,Dorchester,Private room,75,30,0,0.0,58,81,0,2.0,1,87,4.7,within a few hours
"Two-Bed, Two-Bath Apartment In the Fenway District",Furnished Quarters,Fenway,Entire home/apt,345,32,0,0.0,44,359,0,2.0,2,100,4.7,within an hour
Luxury 2BR 2BA apt Fenway .Boston.,Adam,Longwood Medical Area,Entire home/apt,473,4,4,0.3,95,142,3,2.0,2,92,4.5,within an hour
"Central 4 Bed, 2 Bath",Jodie,Downtown,Entire home/apt,470,3,3,0.26,20,280,3,2.0,4,95,4.67,within an hour
"Blueground | South End, gym, nr groceries & shops",Blueground,South End,Entire home/apt,338,32,0,0.0,369,48,0,1.0,1,99,4.7,within an hour
Beautiful 1Bedroom Apartment in Beacon Hill Boston,Luca,Beacon Hill,Entire home/apt,130,29,2,0.21,7,153,2,1.0,1,100,4.0,within an hour
Super Cozy 2-Bedroom apartment in downtown Boston,Luca,Beacon Hill,Entire home/apt,230,29,4,0.37,7,161,4,1.0,2,100,4.5,within an hour
Top quality 2 Bedroom Apartment in Beacon Hill,Luca,Beacon Hill,Entire home/apt,120,29,0,0.0,7,169,0,1.0,2,100,4.7,within an hour
"Clean, Modern & Great Location",Lop-Nilz LLC,Mattapan,Entire home/apt,294,2,29,1.78,1,106,17,1.0,4,100,4.52,within an hour
Charming 1 Bedroom Apartment in Downtown Boston,Luca,Beacon Hill,Entire home/apt,167,29,6,0.43,7,95,4,1.0,1,100,4.83,within an hour
"Blueground | Seaport, gym, close to shops & dining",Blueground,South Boston Waterfront,Entire home/apt,251,32,0,0.0,369,191,0,1.0,0,99,4.7,within an hour
Cozy 2-Bedroom Apartment in Downtown Boston,Luca,Beacon Hill,Entire home/apt,145,29,0,0.0,7,146,0,1.0,2,100,4.7,within an hour
Rooms in Modern Appartment| Near Subway|Local,Thanh,Dorchester,Private room,123,2,0,0.0,3,51,0,1.0,1,100,4.7,within an hour
Beautiful 2 Bedroom in Beacon Hill Boston,Luca,Beacon Hill,Entire home/apt,230,29,1,0.32,7,137,1,1.0,2,100,5.0,within an hour
"Blueground | Downtown, gym, nr restaurants",Blueground,Downtown,Entire home/apt,321,32,0,0.0,369,58,0,1.0,1,99,4.7,within an hour
3BR2BA Apt - Near train station,Hong,Dorchester,Entire home/apt,474,2,25,1.58,2,226,15,2.0,3,100,4.72,within an hour
"Blueground | N Station, w/d & gym, nr restaurants",Blueground,Downtown,Entire home/apt,342,32,0,0.0,369,132,0,1.0,1,99,4.7,within an hour
"Blueground | Back Bay, gym & w/d, nr shopping",Blueground,Back Bay,Entire home/apt,332,32,0,0.0,369,324,0,1.0,0,99,4.7,within an hour
Longwood/Fenway Hill Top 1BR Garden Apt,Janice,Mission Hill,Entire home/apt,152,3,51,3.5,4,45,42,1.0,1,100,4.57,within an hour
Cozy suite in the city!,Lindsay,South Boston,Entire home/apt,121,1,121,7.42,3,238,91,1.0,1,100,4.74,within an hour
Boston Dream Space,Turana,Dorchester,Private room,130,1,2,0.3,6,312,2,2.0,1,100,5.0,Unknown
Boston Charm Room,Turana,Dorchester,Private room,124,1,3,0.24,6,293,2,2.0,1,100,2.67,Unknown
Boston City Lights,Turana,Dorchester,Private room,130,1,5,0.36,6,313,3,2.0,1,100,4.6,Unknown
Boston Private Room #5 With 1Full Bed,Turana,Dorchester,Private room,160,1,9,0.86,6,275,9,2.0,1,100,4.78,Unknown
New Spacious Home in Boston,Esther,Dorchester,Entire home/apt,282,1,96,5.9,1,243,67,2.0,4,100,4.85,within an hour
Near Harvard Business 1-1,Taskin,Allston,Private room,76,1,85,5.1,16,360,66,1.0,1,100,4.65,within an hour
Downtown Designer Home| Keyless,Sean,Downtown,Entire home/apt,354,29,64,3.88,46,34,44,2.0,4,100,4.58,within an hour
cozy room in quiet area,Jonathan,Dorchester,Private room,58,3,7,0.57,3,344,6,2.0,1,100,4.14,within an hour
"Cozy Private Room, Walk to Red Line & Beaches",StayNue,South Boston,Private room,42,29,3,0.19,32,354,0,1.0,1,92,3.67,within an hour
"Blueground | North Station, gym & w/d, nr shopping",Blueground,Downtown,Entire home/apt,332,32,0,0.0,369,133,0,1.0,1,99,4.7,within an hour
"Blueground | North Station, gym, nr restaurants",Blueground,West End,Entire home/apt,330,32,1,0.1,369,306,1,1.0,1,99,2.0,within an hour
"Blueground | Brighton, gym & w/d, on the river",Blueground,Brighton,Entire home/apt,215,32,0,0.0,369,187,0,1.0,1,99,4.7,within an hour
"Blueground | Brighton, gym & w/d, on the river",Blueground,Brighton,Entire home/apt,216,32,0,0.0,369,292,0,1.0,1,99,4.7,within an hour
"Blueground | Brighton, gym & w/d, on the river",Blueground,Brighton,Entire home/apt,231,32,1,0.08,369,185,0,1.0,1,99,4.0,within an hour
"Blueground | Brighton, gym & w/d, on the river",Blueground,Brighton,Entire home/apt,217,32,0,0.0,369,19,0,1.0,1,99,4.7,within an hour
"Blueground | Brighton, gym & w/d, on the river",Blueground,Brighton,Entire home/apt,217,32,0,0.0,369,20,0,1.0,1,99,4.7,within an hour
Boston Delight,Turana,Dorchester,Private room,190,29,2,0.14,6,314,0,3.0,1,100,5.0,Unknown
Boston Breeze Room,Turana,Dorchester,Private room,133,1,4,0.3,6,261,2,2.0,1,100,4.0,Unknown
"Cozy & Private Bedrm, Bathrm & Patio near Downtown",Petronella,Roxbury,Private room,70,1,37,2.47,1,323,25,1.0,1,100,4.65,within an hour
Super-functional classic YOTEL minimalist design,YOTEL Boston,South Boston Waterfront,Private room,338,1,45,2.76,2,105,39,2.0,1,100,4.44,within an hour
sunny and spacious in quiet area,Jonathan,Dorchester,Private room,60,3,6,0.66,3,359,6,2.0,1,100,4.83,within an hour
Classic Boston Home | near T,Daniel,Dorchester,Entire home/apt,710,30,8,0.49,2,313,3,3.5,6,100,5.0,within an hour
Private Room/ Boston Collage #7 (newly listed),Zeki,Brighton,Private room,67,3,11,0.67,4,261,9,1.0,1,100,4.64,within an hour
"Marble Home! Sleek, Clean, & Modern!",Michael,Roslindale,Entire home/apt,180,2,59,3.55,1,78,40,1.0,3,100,4.75,within an hour
"Blueground | Brighton, gym & w/d, nr T stops",Blueground,Brighton,Entire home/apt,304,32,0,0.0,369,311,0,2.0,2,99,4.7,within an hour
Getaway Serenity Suite next to Logan Intl Airport,Cynthia,East Boston,Entire home/apt,155,1,15,1.06,2,243,13,1.0,1,100,4.53,within an hour
Lux 2br in the Heart of FIDI!,Sean,Downtown,Entire home/apt,211,29,68,4.69,54,53,57,2.0,2,100,4.6,within an hour
"(CL4)  2Beds, South End/ Back Bay, Roof Deck!",Paige,South End,Entire home/apt,300,1,48,2.91,60,244,39,1.0,1,100,4.46,within an hour
Bright Studio in Gorgeous Brownstone,Justin And Mandy,South End,Entire home/apt,195,1,5,0.36,15,356,0,1.0,1,100,4.8,within an hour
"Blueground | North Station, gm & w/d, nr dining",Blueground,Downtown,Entire home/apt,258,32,0,0.0,369,322,0,1.0,0,99,4.7,within an hour
3. Small room easy commute to Boston Downtown.,Ehab,Dorchester,Private room,57,29,42,2.66,15,116,24,1.0,1,100,4.74,within a few hours
Heart of Back Bay Condo 3BR 2BAA,Adam,Back Bay,Entire home/apt,500,4,16,1.04,95,102,7,2.0,3,92,4.56,within an hour
Alaska Street R45,Jeana,Roxbury,Private room,79,2,34,2.19,3,309,27,1.0,1,100,4.65,within an hour
"Blueground | North Station, gym, nr dining & T",Blueground,Downtown,Entire home/apt,332,32,1,0.1,369,342,1,1.0,1,99,3.0,within an hour
"(J9) Great location! 2Beds, Top Floor, Back Bay!",Paige,Back Bay,Entire home/apt,290,1,61,3.8,60,199,41,1.0,0,100,4.44,within an hour
Capricornus: Oceanside Vacation,Boston Harbor WaterFront Rentals,North End,Entire home/apt,336,1,44,3.07,2,112,38,1.0,2,100,4.68,within an hour
Patriot: Three Story Vessel,Boston Harbor WaterFront Rentals,North End,Entire home/apt,448,2,23,1.58,2,100,16,2.0,3,100,4.7,within an hour
"(J10) Two bedroom each with Desks and TVs, w/d",Paige,Back Bay,Entire home/apt,283,1,68,4.46,60,209,49,1.0,2,100,4.46,within an hour
"Blueground | Fenway, gym, nr food & shops",Blueground,Fenway,Entire home/apt,296,32,0,0.0,369,171,0,1.0,0,99,4.7,within an hour
